Date,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-10-19,18-29yrs,2024425,1859441,,2455535,0.8244,0.7572
2021-10-19,30-39yrs,1723371,1608969,,2056059,0.8382,0.7826
2021-10-19,40-49yrs,1610205,1533601,,1876583,0.8581,0.8172
2021-10-19,50-59yrs,1798753,1735507,,2060934,0.8728,0.8421
2021-10-19,60-69yrs,1678210,1637743,,1795046,0.9349,0.9124
2021-10-19,70-79yrs,1119124,1099461,,1159902,0.9648,0.9479
2021-10-19,80+,667079,649536,,679266,0.9821,0.9562
2021-10-19,Adults_18plus,10621167,10124258,,12083325,0.879,0.8379
2021-10-19,Ontario_12plus,11408926,10849722,,13034844,0.8753,0.8324
2021-10-19,Undisclosed_or_missing,3484,2787,,0,,
2021-10-20,12-17yrs,788782,727334,,951519,0.829,0.7644
2021-10-20,18-29yrs,2027011,1864427,,2455535,0.8255,0.7593
2021-10-20,30-39yrs,1725443,1612477,,2056059,0.8392,0.7843
2021-10-20,40-49yrs,1611550,1535964,,1876583,0.8588,0.8185
2021-10-20,50-59yrs,1799807,1737228,,2060934,0.8733,0.8429
2021-10-20,60-69yrs,1678854,1638788,,1795046,0.9353,0.913
2021-10-20,70-79yrs,1119388,1099932,,1159902,0.9651,0.9483
2021-10-20,80+,667207,649739,,679266,0.9822,0.9565
2021-10-20,Adults_18plus,10629260,10138555,,12083325,0.8797,0.8391
2021-10-20,Ontario_12plus,11418042,10865889,,13034844,0.876,0.8336
2021-10-20,Undisclosed_or_missing,3481,2791,,0,,
2021-10-21,12-17yrs,789633,729113,,951519,0.8299,0.7663
2021-10-21,18-29yrs,2029299,1868937,,2455535,0.8264,0.7611
2021-10-21,30-39yrs,1727288,1615559,,2056059,0.8401,0.7858
2021-10-21,40-49yrs,1612816,1537939,,1876583,0.8594,0.8195
2021-10-21,50-59yrs,1800764,1738866,,2060934,0.8738,0.8437
2021-10-21,60-69yrs,1679426,1639717,,1795046,0.9356,0.9135
2021-10-21,70-79yrs,1119666,1100364,,1159902,0.9653,0.9487
2021-10-21,80+,667309,649938,,679266,0.9824,0.9568
2021-10-21,Adults_18plus,10636568,10151320,,12083325,0.8803,0.8401
2021-10-21,Ontario_12plus,11426201,10880433,,13034844,0.8766,0.8347
2021-10-21,Undisclosed_or_missing,3470,2788,,0,,
2021-10-22,12-17yrs,790649,731057,,951519,0.8309,0.7683
2021-10-22,18-29yrs,2031801,1873974,,2455535,0.8274,0.7632
2021-10-22,30-39yrs,1729280,1619287,,2056059,0.8411,0.7876
2021-10-22,40-49yrs,1614180,1540436,,1876583,0.8602,0.8209
2021-10-22,50-59yrs,1801767,1740697,,2060934,0.8742,0.8446
2021-10-22,60-69yrs,1680100,1640802,,1795046,0.936,0.9141
2021-10-22,70-79yrs,1119988,1100832,,1159902,0.9656,0.9491
2021-10-22,80+,667408,650153,,679266,0.9825,0.9571
2021-10-22,Adults_18plus,10644524,10166181,,12083325,0.8809,0.8413
2021-10-22,Ontario_12plus,11435173,10897238,,13034844,0.8773,0.836
2021-10-22,Undisclosed_or_missing,3460,2791,,0,,
2021-10-23,12-17yrs,791667,733359,,951519,0.832,0.7707
2021-10-23,18-29yrs,2034232,1879216,,2455535,0.8284,0.7653
2021-10-23,30-39yrs,1731312,1623220,,2056059,0.8421,0.7895
2021-10-23,40-49yrs,1615627,1543132,,1876583,0.8609,0.8223
2021-10-23,50-59yrs,1802889,1742813,,2060934,0.8748,0.8456
2021-10-23,60-69yrs,1680755,1642015,,1795046,0.9363,0.9147
2021-10-23,70-79yrs,1120235,1101326,,1159902,0.9658,0.9495
2021-10-23,80+,667500,650355,,679266,0.9827,0.9574
2021-10-23,Adults_18plus,10652550,10182077,,12083325,0.8816,0.8427
2021-10-23,Ontario_12plus,11444217,10915436,,13034844,0.878,0.8374
2021-10-23,Undisclosed_or_missing,3457,2795,,0,,
2021-10-24,12-17yrs,792696,735317,,951519,0.8331,0.7728
2021-10-24,18-29yrs,2035990,1883108,,2455535,0.8291,0.7669
2021-10-24,30-39yrs,1732720,1625927,,2056059,0.8427,0.7908
2021-10-24,40-49yrs,1616547,1544978,,1876583,0.8614,0.8233
2021-10-24,50-59yrs,1803616,1744181,,2060934,0.8751,0.8463
2021-10-24,60-69yrs,1681195,1642740,,1795046,0.9366,0.9152
2021-10-24,70-79yrs,1120378,1101533,,1159902,0.9659,0.9497
2021-10-24,80+,667543,650459,,679266,0.9827,0.9576
2021-10-24,Adults_18plus,10657989,10192926,,12083325,0.882,0.8436
2021-10-24,Ontario_12plus,11450685,10928243,,13034844,0.8785,0.8384
2021-10-24,Undisclosed_or_missing,3460,2802,,0,,
2021-10-25,12-17yrs,793151,736316,,951519,0.8336,0.7738
2021-10-25,18-29yrs,2036870,1885218,,2455535,0.8295,0.7677
2021-10-25,30-39yrs,1733343,1627353,,2056059,0.843,0.7915
2021-10-25,40-49yrs,1616984,1545967,,1876583,0.8617,0.8238
2021-10-25,50-59yrs,1803950,1744831,,2060934,0.8753,0.8466
2021-10-25,60-69yrs,1681385,1643058,,1795046,0.9367,0.9153
2021-10-25,70-79yrs,1120468,1101660,,1159902,0.966,0.9498
2021-10-25,80+,667570,650501,,679266,0.9828,0.9577
2021-10-25,Adults_18plus,10660570,10198588,,12083325,0.8823,0.844
2021-10-25,Ontario_12plus,11453721,10934904,,13034844,0.8787,0.8389
2021-10-25,Undisclosed_or_missing,3461,2801,,0,,
2021-10-26,12-17yrs,793810,737565,,951519,0.8343,0.7751
2021-10-26,18-29yrs,2038696,1888914,,2455535,0.8302,0.7692
2021-10-26,30-39yrs,1734840,1629996,,2056059,0.8438,0.7928
2021-10-26,40-49yrs,1617988,1547789,,1876583,0.8622,0.8248
2021-10-26,50-59yrs,1804694,1746148,,2060934,0.8757,0.8473
2021-10-26,60-69yrs,1681864,1643830,,1795046,0.9369,0.9158
2021-10-26,70-79yrs,1120670,1101999,,1159902,0.9662,0.9501
2021-10-26,80+,667639,650637,,679266,0.9829,0.9579
2021-10-26,Adults_18plus,10666391,10209313,,12083325,0.8827,0.8449
2021-10-26,Ontario_12plus,11460201,10946878,,13034844,0.8792,0.8398
2021-10-26,Undisclosed_or_missing,3440,2796,,0,,
2021-10-27,12-17yrs,794605,739150,,951519,0.8351,0.7768
2021-10-27,18-29yrs,2040862,1893298,,2455535,0.8311,0.771
2021-10-27,30-39yrs,1736498,1633146,,2056059,0.8446,0.7943
2021-10-27,40-49yrs,1619078,1549864,,1876583,0.8628,0.8259
2021-10-27,50-59yrs,1805553,1747822,,2060934,0.8761,0.8481
2021-10-27,60-69yrs,1682356,1644756,,1795046,0.9372,0.9163
2021-10-27,70-79yrs,1120882,1102398,,1159902,0.9664,0.9504
2021-10-27,80+,667742,650819,,679266,0.983,0.9581
2021-10-27,Adults_18plus,10672971,10222103,,12083325,0.8833,0.846
2021-10-27,Ontario_12plus,11467576,10961253,,13034844,0.8798,0.8409
2021-10-27,Undisclosed_or_missing,3453,2794,,0,,
2021-10-28,12-17yrs,795321,740680,,951519,0.8358,0.7784
2021-10-28,18-29yrs,2042824,1897473,,2455535,0.8319,0.7727
2021-10-28,30-39yrs,1738036,1636021,,2056059,0.8453,0.7957
2021-10-28,40-49yrs,1620120,1551821,,1876583,0.8633,0.8269
2021-10-28,50-59yrs,1806369,1749307,,2060934,0.8765,0.8488
2021-10-28,60-69yrs,1682817,1645677,,1795046,0.9375,0.9168
2021-10-28,70-79yrs,1121140,1102827,,1159902,0.9666,0.9508
2021-10-28,80+,667840,650980,,679266,0.9832,0.9584
2021-10-28,Adults_18plus,10679146,10234106,,12083325,0.8838,0.847
2021-10-28,Ontario_12plus,11474467,10974786,,13034844,0.8803,0.842
2021-10-28,Undisclosed_or_missing,3445,2786,,0,,
2021-10-29,12-17yrs,795989,742136,,951519,0.8365,0.7799
2021-10-29,18-29yrs,2044840,1901658,,2455535,0.8327,0.7744
2021-10-29,30-39yrs,1739598,1639159,,2056059,0.8461,0.7972
2021-10-29,40-49yrs,1621167,1553926,,1876583,0.8639,0.8281
2021-10-29,50-59yrs,1807241,1751005,,2060934,0.8769,0.8496
2021-10-29,60-69yrs,1683362,1646711,,1795046,0.9378,0.9174
2021-10-29,70-79yrs,1121365,1103219,,1159902,0.9668,0.9511
2021-10-29,80+,667928,651140,,679266,0.9833,0.9586
2021-10-29,Adults_18plus,10685501,10246818,,12083325,0.8843,0.848
2021-10-29,Ontario_12plus,11481490,10988954,,13034844,0.8808,0.843
2021-10-29,Undisclosed_or_missing,3434,2776,,0,,
2021-10-30,12-17yrs,796793,743969,,951519,0.8374,0.7819
2021-10-30,18-29yrs,2046803,1905925,,2455535,0.8335,0.7762
2021-10-30,30-39yrs,1741189,1642644,,2056059,0.8469,0.7989
2021-10-30,40-49yrs,1622236,1556218,,1876583,0.8645,0.8293
2021-10-30,50-59yrs,1808097,1752880,,2060934,0.8773,0.8505
2021-10-30,60-69yrs,1683859,1647758,,1795046,0.9381,0.9179
2021-10-30,70-79yrs,1121563,1103587,,1159902,0.9669,0.9514
2021-10-30,80+,668007,651288,,679266,0.9834,0.9588
2021-10-30,Adults_18plus,10691754,10260300,,12083325,0.8848,0.8491
2021-10-30,Ontario_12plus,11488547,11004269,,13034844,0.8814,0.8442
2021-10-30,Undisclosed_or_missing,3408,2753,,0,,
2021-10-31,12-17yrs,797550,745426,,951519,0.8382,0.7834
2021-10-31,18-29yrs,2048129,1909007,,2455535,0.8341,0.7774
2021-10-31,30-39yrs,1742253,1645039,,2056059,0.8474,0.8001
2021-10-31,40-49yrs,1622972,1557861,,1876583,0.8649,0.8302
2021-10-31,50-59yrs,1808701,1754121,,2060934,0.8776,0.8511
2021-10-31,60-69yrs,1684178,1648374,,1795046,0.9382,0.9183
2021-10-31,70-79yrs,1121707,1103810,,1159902,0.9671,0.9516
2021-10-31,80+,668049,651373,,679266,0.9835,0.9589
2021-10-31,Adults_18plus,10695989,10269585,,12083325,0.8852,0.8499
2021-10-31,Ontario_12plus,11493539,11015011,,13034844,0.8818,0.845
2021-10-31,Undisclosed_or_missing,3411,2756,,0,,
2021-11-01,12-17yrs,797833,746139,,951519,0.8385,0.7842
2021-11-01,18-29yrs,2048798,1910433,,2455535,0.8344,0.778
2021-11-01,30-39yrs,1742769,1646218,,2056059,0.8476,0.8007
2021-11-01,40-49yrs,1623309,1558594,,1876583,0.865,0.8305
2021-11-01,50-59yrs,1808998,1754735,,2060934,0.8778,0.8514
2021-11-01,60-69yrs,1684322,1648640,,1795046,0.9383,0.9184
2021-11-01,70-79yrs,1121771,1103942,,1159902,0.9671,0.9518
2021-11-01,80+,668072,651401,,679266,0.9835,0.959
2021-11-01,Adults_18plus,10698039,10273963,,12083325,0.8854,0.8503
2021-11-01,Ontario_12plus,11495872,11020102,,13034844,0.8819,0.8454
2021-11-01,Undisclosed_or_missing,3413,2757,,0,,
2021-11-02,12-17yrs,798335,747058,,951519,0.839,0.7851
2021-11-02,18-29yrs,2050251,1913061,,2455535,0.835,0.7791
2021-11-02,30-39yrs,1743915,1648148,,2056059,0.8482,0.8016
2021-11-02,40-49yrs,1624081,1559832,,1876583,0.8654,0.8312
2021-11-02,50-59yrs,1809631,1755724,,2060934,0.8781,0.8519
2021-11-02,60-69yrs,1684692,1649256,,1795046,0.9385,0.9188
2021-11-02,70-79yrs,1121958,1104202,,1159902,0.9673,0.952
2021-11-02,80+,668136,651494,,679266,0.9836,0.9591
2021-11-02,Adults_18plus,10702664,10281717,,12083325,0.8857,0.8509
2021-11-02,Ontario_12plus,11500999,11028775,,13034844,0.8823,0.8461
2021-11-02,Undisclosed_or_missing,3397,2747,,0,,
2021-11-03,12-17yrs,799018,748289,,951519,0.8397,0.7864
2021-11-03,18-29yrs,2052024,1916338,,2455535,0.8357,0.7804
2021-11-03,30-39yrs,1745295,1650446,,2056059,0.8489,0.8027
2021-11-03,40-49yrs,1624969,1561340,,1876583,0.8659,0.832
2021-11-03,50-59yrs,1810366,1757001,,2060934,0.8784,0.8525
2021-11-03,60-69yrs,1685137,1650008,,1795046,0.9388,0.9192
2021-11-03,70-79yrs,1122142,1104516,,1159902,0.9674,0.9522
2021-11-03,80+,668216,651617,,679266,0.9837,0.9593
2021-11-03,Adults_18plus,10708149,10291266,,12083325,0.8862,0.8517
2021-11-03,Ontario_12plus,11507167,11039555,,13034844,0.8828,0.8469
2021-11-03,Undisclosed_or_missing,3386,2743,,0,,
2021-11-04,12-17yrs,799628,749425,,951519,0.8404,0.7876
2021-11-04,18-29yrs,2053675,1919508,,2455535,0.8363,0.7817
2021-11-04,30-39yrs,1746656,1652857,,2056059,0.8495,0.8039
2021-11-04,40-49yrs,1625827,1562922,,1876583,0.8664,0.8329
2021-11-04,50-59yrs,1811061,1758224,,2060934,0.8788,0.8531
2021-11-04,60-69yrs,1685549,1650780,,1795046,0.939,0.9196
2021-11-04,70-79yrs,1122346,1104833,,1159902,0.9676,0.9525
2021-11-04,80+,668294,651757,,679266,0.9838,0.9595
2021-11-04,Adults_18plus,10713408,10300881,,12083325,0.8866,0.8525
2021-11-04,Ontario_12plus,11513036,11050306,,13034844,0.8833,0.8478
2021-11-04,Undisclosed_or_missing,3367,2730,,0,,
2021-11-05,12-17yrs,800233,750599,,951519,0.841,0.7888
2021-11-05,18-29yrs,2055185,1922555,,2455535,0.837,0.7829
2021-11-05,30-39yrs,1747904,1655234,,2056059,0.8501,0.8051
2021-11-05,40-49yrs,1626594,1564346,,1876583,0.8668,0.8336
2021-11-05,50-59yrs,1811665,1759443,,2060934,0.8791,0.8537
2021-11-05,60-69yrs,1685972,1651507,,1795046,0.9392,0.92
2021-11-05,70-79yrs,1122535,1105167,,1159902,0.9678,0.9528
2021-11-05,80+,668394,651914,,679266,0.984,0.9597
2021-11-05,Adults_18plus,10718249,10310166,,12083325,0.887,0.8533
2021-11-05,Ontario_12plus,11518482,11060765,,13034844,0.8837,0.8486
2021-11-05,Undisclosed_or_missing,3363,2730,,0,,
2021-11-06,12-17yrs,800702,751655,,951519,0.8415,0.79
2021-11-06,18-29yrs,2055976,1924145,,2455535,0.8373,0.7836
2021-11-06,30-39yrs,1748535,1656547,,2056059,0.8504,0.8057
2021-11-06,40-49yrs,1627035,1565165,,1876583,0.867,0.8341
2021-11-06,50-59yrs,1811981,1760054,,2060934,0.8792,0.854
2021-11-06,60-69yrs,1686157,1651823,,1795046,0.9393,0.9202
2021-11-06,70-79yrs,1122621,1105297,,1159902,0.9679,0.9529
2021-11-06,80+,668427,651955,,679266,0.984,0.9598
2021-11-06,Adults_18plus,10720732,10314986,,12083325,0.8872,0.8537
2021-11-06,Ontario_12plus,11521434,11066641,,13034844,0.8839,0.849
2021-11-06,Undisclosed_or_missing,3352,2722,,0,,
2021-11-07,12-17yrs,801460,753186,,951519,0.8423,0.7916
2021-11-07,18-29yrs,2057151,1926545,,2455535,0.8378,0.7846
2021-11-07,30-39yrs,1749343,1658455,,2056059,0.8508,0.8066
2021-11-07,40-49yrs,1627602,1566307,,1876583,0.8673,0.8347
2021-11-07,50-59yrs,1812388,1761009,,2060934,0.8794,0.8545
2021-11-07,60-69yrs,1686382,1652295,,1795046,0.9395,0.9205
2021-11-07,70-79yrs,1122735,1105458,,1159902,0.968,0.9531
2021-11-07,80+,668482,652025,,679266,0.9841,0.9599
2021-11-07,Adults_18plus,10724083,10322094,,12083325,0.8875,0.8542
2021-11-07,Ontario_12plus,11525543,11075280,,13034844,0.8842,0.8497
2021-11-07,Undisclosed_or_missing,3357,2723,,0,,
2021-11-08,12-17yrs,802104,754633,,951519,0.843,0.7931
2021-11-08,18-29yrs,2058649,1929847,,2455535,0.8384,0.7859
2021-11-08,30-39yrs,1750553,1661056,,2056059,0.8514,0.8079
2021-11-08,40-49yrs,1628443,1568040,,1876583,0.8678,0.8356
2021-11-08,50-59yrs,1813032,1762344,,2060934,0.8797,0.8551
2021-11-08,60-69yrs,1686695,1653055,,1795046,0.9396,0.9209
2021-11-08,70-79yrs,1122945,1105763,,1159902,0.9681,0.9533
2021-11-08,80+,668548,652169,,679266,0.9842,0.9601
2021-11-08,Adults_18plus,10728865,10332274,,12083325,0.8879,0.8551
2021-11-08,Ontario_12plus,11530969,11086907,,13034844,0.8846,0.8506
2021-11-08,Undisclosed_or_missing,3359,2725,,0,,
2021-11-09,12-17yrs,802558,755452,,951519,0.8434,0.7939
2021-11-09,18-29yrs,2060000,1932309,,2455535,0.8389,0.7869
2021-11-09,30-39yrs,1751630,1662993,,2056059,0.8519,0.8088
2021-11-09,40-49yrs,1629104,1569280,,1876583,0.8681,0.8362
2021-11-09,50-59yrs,1813546,1763303,,2060934,0.88,0.8556
2021-11-09,60-69yrs,1687014,1653641,,1795046,0.9398,0.9212
2021-11-09,70-79yrs,1123176,1106041,,1159902,0.9683,0.9536
2021-11-09,80+,668637,652281,,679266,0.9844,0.9603
2021-11-09,Adults_18plus,10733107,10339848,,12083325,0.8883,0.8557
2021-11-09,Ontario_12plus,11535665,11095300,,13034844,0.885,0.8512
2021-11-09,Undisclosed_or_missing,3337,2707,,0,,
2021-11-10,12-17yrs,803135,756539,,951519,0.8441,0.7951
2021-11-10,18-29yrs,2061588,1935214,,2455535,0.8396,0.7881
2021-11-10,30-39yrs,1752846,1665141,,2056059,0.8525,0.8099
2021-11-10,40-49yrs,1629927,1570677,,1876583,0.8686,0.837
2021-11-10,50-59yrs,1814187,1764397,,2060934,0.8803,0.8561
2021-11-10,60-69yrs,1687391,1654296,,1795046,0.94,0.9216
2021-11-10,70-79yrs,1123399,1106387,,1159902,0.9685,0.9539
2021-11-10,80+,668741,652437,,679266,0.9845,0.9605
2021-11-10,Adults_18plus,10738079,10348549,,12083325,0.8887,0.8564
2021-11-10,Ontario_12plus,11541214,11105088,,13034844,0.8854,0.852
2021-11-10,Undisclosed_or_missing,3294,2670,,0,,
2021-11-11,12-17yrs,803718,757693,,951519,0.8447,0.7963
2021-11-11,18-29yrs,2063234,1938087,,2455535,0.8402,0.7893
2021-11-11,30-39yrs,1754185,1667450,,2056059,0.8532,0.811
2021-11-11,40-49yrs,1630722,1572201,,1876583,0.869,0.8378
2021-11-11,50-59yrs,1814826,1765573,,2060934,0.8806,0.8567
2021-11-11,60-69yrs,1687793,1655031,,1795046,0.9403,0.922
2021-11-11,70-79yrs,1123649,1106727,,1159902,0.9687,0.9542
2021-11-11,80+,668843,652599,,679266,0.9847,0.9607
2021-11-11,Adults_18plus,10743252,10357668,,12083325,0.8891,0.8572
2021-11-11,Ontario_12plus,11546970,11115361,,13034844,0.8859,0.8527
2021-11-11,Undisclosed_or_missing,3259,2638,,0,,
2021-11-12,12-17yrs,804269,758725,,951519,0.8452,0.7974
2021-11-12,18-29yrs,2064557,1940530,,2455535,0.8408,0.7903
2021-11-12,30-39yrs,1755267,1669405,,2056059,0.8537,0.8119
2021-11-12,40-49yrs,1631417,1573537,,1876583,0.8694,0.8385
2021-11-12,50-59yrs,1815410,1766581,,2060934,0.8809,0.8572
2021-11-12,60-69yrs,1688095,1655578,,1795046,0.9404,0.9223
2021-11-12,70-79yrs,1123809,1106978,,1159902,0.9689,0.9544
2021-11-12,80+,668944,652691,,679266,0.9848,0.9609
2021-11-12,Adults_18plus,10747499,10365300,,12083325,0.8894,0.8578
2021-11-12,Ontario_12plus,11551768,11124025,,13034844,0.8862,0.8534
2021-11-12,Undisclosed_or_missing,3265,2638,,0,,
2021-11-13,12-17yrs,805048,760420,,951519,0.8461,0.7992
2021-11-13,18-29yrs,2066172,1943701,,2455535,0.8414,0.7916
2021-11-13,30-39yrs,1756682,1672097,,2056059,0.8544,0.8133
2021-11-13,40-49yrs,1632293,1575359,,1876583,0.8698,0.8395
2021-11-13,50-59yrs,1816082,1768026,,2060934,0.8812,0.8579
2021-11-13,60-69yrs,1688547,1656370,,1795046,0.9407,0.9227
2021-11-13,70-79yrs,1124046,1107327,,1159902,0.9691,0.9547
2021-11-13,80+,669030,652840,,679266,0.9849,0.9611
2021-11-13,Adults_18plus,10752852,10375720,,12083325,0.8899,0.8587
2021-11-13,Ontario_12plus,11557900,11136140,,13034844,0.8867,0.8543
2021-11-13,Undisclosed_or_missing,3211,2583,,0,,
2021-11-14,12-17yrs,805782,761907,,951519,0.8468,0.8007
2021-11-14,18-29yrs,2067348,1945995,,2455535,0.8419,0.7925
2021-11-14,30-39yrs,1757625,1674050,,2056059,0.8549,0.8142
2021-11-14,40-49yrs,1632875,1576625,,1876583,0.8701,0.8402
2021-11-14,50-59yrs,1816562,1768990,,2060934,0.8814,0.8583
2021-11-14,60-69yrs,1688809,1656843,,1795046,0.9408,0.923
2021-11-14,70-79yrs,1124194,1107509,,1159902,0.9692,0.9548
2021-11-14,80+,669079,652910,,679266,0.985,0.9612
2021-11-14,Adults_18plus,10756492,10382922,,12083325,0.8902,0.8593
2021-11-14,Ontario_12plus,11562274,11144829,,13034844,0.887,0.855
2021-11-14,Undisclosed_or_missing,3214,2583,,0,,
2021-11-15,12-17yrs,806133,762572,,951519,0.8472,0.8014
2021-11-15,18-29yrs,2068058,1947418,,2455535,0.8422,0.7931
2021-11-15,30-39yrs,1758194,1675046,,2056059,0.8551,0.8147
2021-11-15,40-49yrs,1633213,1577315,,1876583,0.8703,0.8405
2021-11-15,50-59yrs,1816852,1769511,,2060934,0.8816,0.8586
2021-11-15,60-69yrs,1688963,1657128,,1795046,0.9409,0.9232
2021-11-15,70-79yrs,1124288,1107605,,1159902,0.9693,0.9549
2021-11-15,80+,669111,652941,,679266,0.9851,0.9612
2021-11-15,Adults_18plus,10758679,10386964,,12083325,0.8904,0.8596
2021-11-15,Ontario_12plus,11564812,11149536,,13034844,0.8872,0.8554
2021-11-15,Undisclosed_or_missing,3217,2586,,0,,
2021-11-16,12-17yrs,806617,763415,,951519,0.8477,0.8023
2021-11-16,18-29yrs,2069523,1949946,,2455535,0.8428,0.7941
2021-11-16,30-39yrs,1759256,1676990,,2056059,0.8556,0.8156
2021-11-16,40-49yrs,1633908,1578551,,1876583,0.8707,0.8412
2021-11-16,50-59yrs,1817382,1770462,,2060934,0.8818,0.8591
2021-11-16,60-69yrs,1689302,1657692,,1795046,0.9411,0.9235
2021-11-16,70-79yrs,1124434,1107846,,1159902,0.9694,0.9551
2021-11-16,80+,669187,653045,,679266,0.9852,0.9614
2021-11-16,Adults_18plus,10762992,10394532,,12083325,0.8907,0.8602
2021-11-16,Ontario_12plus,11569609,11157947,,13034844,0.8876,0.856
2021-11-16,Undisclosed_or_missing,3185,2556,,0,,
2021-11-17,12-17yrs,807184,764421,,951519,0.8483,0.8034
2021-11-17,18-29yrs,2071225,1952791,,2455535,0.8435,0.7953
2021-11-17,30-39yrs,1760574,1679019,,2056059,0.8563,0.8166
2021-11-17,40-49yrs,1634683,1579844,,1876583,0.8711,0.8419
2021-11-17,50-59yrs,1818044,1771535,,2060934,0.8821,0.8596
2021-11-17,60-69yrs,1689717,1658300,,1795046,0.9413,0.9238
2021-11-17,70-79yrs,1124681,1108142,,1159902,0.9696,0.9554
2021-11-17,80+,669305,653179,,679266,0.9853,0.9616
2021-11-17,Adults_18plus,10768229,10402810,,12083325,0.8912,0.8609
2021-11-17,Ontario_12plus,11575413,11167231,,13034844,0.888,0.8567
2021-11-17,Undisclosed_or_missing,3157,2536,,0,,
2021-11-18,12-17yrs,807696,765406,,951519,0.8488,0.8044
2021-11-18,18-29yrs,2072764,1955382,,2455535,0.8441,0.7963
2021-11-18,30-39yrs,1761750,1680919,,2056059,0.8569,0.8175
2021-11-18,40-49yrs,1635393,1581045,,1876583,0.8715,0.8425
2021-11-18,50-59yrs,1818628,1772544,,2060934,0.8824,0.8601
2021-11-18,60-69yrs,1690059,1658935,,1795046,0.9415,0.9242
2021-11-18,70-79yrs,1124913,1108437,,1159902,0.9698,0.9556
2021-11-18,80+,669397,653311,,679266,0.9855,0.9618
2021-11-18,Adults_18plus,10772904,10410573,,12083325,0.8916,0.8616
2021-11-18,Ontario_12plus,11580600,11175979,,13034844,0.8884,0.8574
2021-11-18,Undisclosed_or_missing,3123,2497,,0,,
2021-11-19,12-17yrs,808193,766410,,951519,0.8494,0.8055
2021-11-19,18-29yrs,2074241,1957875,,2455535,0.8447,0.7973
2021-11-19,30-39yrs,1762844,1682873,,2056059,0.8574,0.8185
2021-11-19,40-49yrs,1636079,1582342,,1876583,0.8718,0.8432
2021-11-19,50-59yrs,1819239,1773600,,2060934,0.8827,0.8606
2021-11-19,60-69yrs,1690462,1659577,,1795046,0.9417,0.9245
2021-11-19,70-79yrs,1125126,1108769,,1159902,0.97,0.9559
2021-11-19,80+,669497,653455,,679266,0.9856,0.962
2021-11-19,Adults_18plus,10777488,10418491,,12083325,0.8919,0.8622
2021-11-19,Ontario_12plus,11585681,11184901,,13034844,0.8888,0.8581
2021-11-19,Undisclosed_or_missing,3069,2445,,0,,
2021-11-20,12-17yrs,808938,767750,,951519,0.8502,0.8069
2021-11-20,18-29yrs,2075846,1960617,,2455535,0.8454,0.7984
2021-11-20,30-39yrs,1764097,1685098,,2056059,0.858,0.8196
2021-11-20,40-49yrs,1636811,1583784,,1876583,0.8722,0.844
2021-11-20,50-59yrs,1819846,1774683,,2060934,0.883,0.8611
2021-11-20,60-69yrs,1690822,1660202,,1795046,0.9419,0.9249
2021-11-20,70-79yrs,1125340,1109043,,1159902,0.9702,0.9562
2021-11-20,80+,669566,653575,,679266,0.9857,0.9622
2021-11-20,Adults_18plus,10782328,10427002,,12083325,0.8923,0.8629
2021-11-20,Ontario_12plus,11591266,11194752,,13034844,0.8893,0.8588
2021-11-20,Undisclosed_or_missing,3043,2402,,0,,
2021-11-21,12-17yrs,809573,768920,,951519,0.8508,0.8081
2021-11-21,18-29yrs,2076983,1962697,,2455535,0.8458,0.7993
2021-11-21,30-39yrs,1764941,1686671,,2056059,0.8584,0.8203
2021-11-21,40-49yrs,1637371,1584819,,1876583,0.8725,0.8445
2021-11-21,50-59yrs,1820286,1775459,,2060934,0.8832,0.8615
2021-11-21,60-69yrs,1691081,1660647,,1795046,0.9421,0.9251
2021-11-21,70-79yrs,1125468,1109229,,1159902,0.9703,0.9563
2021-11-21,80+,669621,653655,,679266,0.9858,0.9623
2021-11-21,Adults_18plus,10785751,10433177,,12083325,0.8926,0.8634
2021-11-21,Ontario_12plus,11595324,11202097,,13034844,0.8896,0.8594
2021-11-21,Undisclosed_or_missing,3044,2402,,0,,
2021-11-22,12-17yrs,809881,769485,,951519,0.8511,0.8087
2021-11-22,18-29yrs,2077639,1963996,,2455535,0.8461,0.7998
2021-11-22,30-39yrs,1765469,1687610,,2056059,0.8587,0.8208
2021-11-22,40-49yrs,1637693,1585390,,1876583,0.8727,0.8448
2021-11-22,50-59yrs,1820536,1775897,,2060934,0.8834,0.8617
2021-11-22,60-69yrs,1691231,1660880,,1795046,0.9422,0.9253
2021-11-22,70-79yrs,1125542,1109318,,1159902,0.9704,0.9564
